,listing_id,host_name,last_review,price,nbhood_full,description,room_type,borough,neighborhood
12666,22404730,James,2019-06-15,159,"Manhattan, Harlem","Modern & Cozy 2Bedroom apt.
15min to Times Square.",private room,Manhattan,Harlem
12667,22406109,Asya,2019-06-30,90,"Manhattan, Harlem",COZY STUDIO IN THE HEART OF CENTRAL HARLEM!,entire home/apt,Manhattan,Harlem
12668,22406251,Matilda,2019-01-01,80,"Manhattan, Hell's Kitchen",Manhattan room,private room,Manhattan,Hell's Kitchen
12669,22406991,Wynne,2019-06-29,50,"Queens, Flushing",法拉盛中心近地铁舒适单房—Cozy room in flushing,private room,Queens,Flushing
12670,22408376,Miss. G.,2019-01-04,37,"Queens, Ditmars Steinway",Colonial Bdr Near Midtown Manhattan,private room,Queens,Ditmars Steinway
12671,22409383,Alejandro,2019-06-21,349,"Brooklyn, Gowanus",Park Slope 15 min to MANHATTAN SLEEPS 10 + INFANT,entire home/apt,Brooklyn,Gowanus
12672,22409448,Zeleke,2019-07-05,120,"Manhattan, Harlem",Premier Garden Suite near Columbia University,entire home/apt,Manhattan,Harlem
12673,22411635,Eve,2019-06-25,80,"Brooklyn, Williamsburg","Your insanely quiet, achingly cute, chillspot",private room,Brooklyn,Williamsburg
12674,22411833,Rajan,2019-05-26,300,"Manhattan, Hell's Kitchen",Luxury Times Square High Rise,entire home/apt,Manhattan,Hell's Kitchen
12675,22417648,Bianca,2019-06-13,119,"Manhattan, Two Bridges","Room w/ amazing views, elevator & private bathroom",private room,Manhattan,Two Bridges
12676,22419249,Chris,2019-05-28,110,"Brooklyn, Crown Heights",SPACIOUS BROOKLYN STUDIO NEAR MUSEUM,entire home/apt,Brooklyn,Crown Heights
12677,22419704,Annamaria,2019-05-09,499,"Manhattan, Tribeca","The ""TriBeCa LOFT"" #3 | A stylish 2 bed apt",entire home/apt,Manhattan,Tribeca
12678,22419930,Dorothy,2019-07-01,99,"Queens, Long Island City",Private 1 bedroom 10 mins away to Manhattan NYC,private room,Queens,Long Island City
12679,22420010,Annamaria,2019-03-06,499,"Manhattan, Tribeca","The ""TriBeCa Loft"" #5 | A brand New 2 beds Loft",entire home/apt,Manhattan,Tribeca
12680,22421636,Suhel,2019-07-01,130,"Queens, Ditmars Steinway",Cozy Apartment across Astoria Park,entire home/apt,Queens,Ditmars Steinway
12681,22425516,Vivian,2019-06-20,92,"Manhattan, East Village",Private Bedroom Near Union Square and East Village,private room,Manhattan,East Village
12682,22431770,Freehand,2019-06-05,129,"Manhattan, Flatiron District",Freehand New York- Queen Room,private room,Manhattan,Flatiron District
12683,22432497,Mamiko,2019-05-25,34,"Brooklyn, Bedford-Stuyvesant",Convenient PRIVATE ROOM in Brooklyn. Near station!,private room,Brooklyn,Bedford-Stuyvesant
12684,22432585,Shek,2019-05-13,95,"Manhattan, East Harlem",Peaceful Escape |Sunny+Modern| Close to Everything,private room,Manhattan,East Harlem
12685,22433291,Garret,2019-01-01,65,"Manhattan, Harlem",Harlem Hideaway,private room,Manhattan,Harlem
12686,22434082,Noni,2019-06-23,225,"Manhattan, West Village",Cozy West Village Apartment,entire home/apt,Manhattan,West Village
12687,22434380,Scotty,2019-07-07,68,"Manhattan, Chinatown",Private Room for 1 person in LES/Chinatown,private room,Manhattan,Chinatown
12688,22435019,Diane And Craig,2019-02-20,180,"Manhattan, Harlem",Splendid on The Park,entire home/apt,Manhattan,Harlem
12689,22436581,Mamadou,2019-06-01,68,"Manhattan, Harlem",Beautiful bedroom in Manhattan,private room,Manhattan,Harlem
12690,22438742,Sasha,2019-02-24,150,"Brooklyn, Williamsburg",White Castle,entire home/apt,Brooklyn,Williamsburg
12691,22445969,Corporate Housing,2019-06-01,150,"Manhattan, Murray Hill",crème de la crème  - Luxurious 1 BR Grand Central,entire home/apt,Manhattan,Murray Hill
12692,22446079,Melody,2019-02-15,60,"Brooklyn, Crown Heights",Beautiful Private Artist's Bungalow,entire home/apt,Brooklyn,Crown Heights
12693,22446479,Atthaphon,2019-07-01,50,"Brooklyn, Williamsburg","•COZY APARTMENT IN BEDFORD AREA, 5 MINS MANHATTAN•",private room,Brooklyn,Williamsburg
12694,22446568,Pete,2019-04-14,199,"Manhattan, East Village",Charming East Village 1 Bed,entire home/apt,Manhattan,East Village
12695,22448088,Ava,2019-06-23,80,"Manhattan, Upper East Side",Room for rent in the heart of Manhattan,private room,Manhattan,Upper East Side
12696,22448487,Janelle,2019-04-07,139,"Brooklyn, Bedford-Stuyvesant",Renovated 1 bedroom in Bedstuy Brooklyn brownstone,entire home/apt,Brooklyn,Bedford-Stuyvesant
12697,22448627,Mamiko,2019-07-01,39,"Brooklyn, Bedford-Stuyvesant",LARGE & CONVENIENT Private Room in Brooklyn,private room,Brooklyn,Bedford-Stuyvesant
12698,22449860,Cindy,2019-06-23,225,"Brooklyn, Bedford-Stuyvesant",Beautiful Oasis in Brooklyn,entire home/apt,Brooklyn,Bedford-Stuyvesant
12699,22450143,Marlice,2019-06-23,55,"Brooklyn, Bushwick",★ Cosy room in Bushwick ★ 20-min to Manhattan,private room,Brooklyn,Bushwick
12700,22450373,Jay,2019-05-18,99,"Staten Island, West Brighton",Spacious and modern space. Super cozy and quiet,entire home/apt,Staten Island,West Brighton
12701,22451363,Eduardo,2019-07-05,145,"Manhattan, Morningside Heights",Perfect block in NYC,entire home/apt,Manhattan,Morningside Heights
12702,22451798,Michael,2019-07-05,75,"Brooklyn, Bedford-Stuyvesant",Historic Bed Stuy Charmer! Entire Apartment!,entire home/apt,Brooklyn,Bedford-Stuyvesant
12703,22452278,Jenni,2019-06-20,150,"Brooklyn, Carroll Gardens",Serene Studio in Brooklyn,entire home/apt,Brooklyn,Carroll Gardens
12704,22452728,Simone,2019-06-30,70,"Queens, Astoria","Astoria close to JFK, Laguardia Airport, Manhattan",private room,Queens,Astoria
12705,22453527,Tommy,2019-05-03,150,"Manhattan, Gramercy",Union SQ/Cozy & Quiet Room ! 5mins to Times SQ,private room,Manhattan,Gramercy
12706,22454710,Michael,2019-01-20,225,"Manhattan, Upper West Side",Luxury Doorman. Great location.,entire home/apt,Manhattan,Upper West Side
12707,22455153,Deo,2019-02-04,220,"Manhattan, Midtown",2 Bedroom - Midtown off 5th Ave,entire home/apt,Manhattan,Midtown
12708,22455181,Kate,2019-07-07,90,"Manhattan, East Village","Clean, cozy room in a great location!",private room,Manhattan,East Village
12709,22455806,Freddy,2019-02-15,40,"Queens, East Elmhurst",cozy has 55 tv dressers living room has own heater,private room,Queens,East Elmhurst
12710,22462752,Karen,2019-05-27,240,"Manhattan, Lower East Side",Lower East Side - Perfect Escape in NYC! #6,entire home/apt,Manhattan,Lower East Side
12711,22463757,Nima,2019-05-24,170,"Brooklyn, Bedford-Stuyvesant","Bright 3 Bedroom, Garden, 2 Full Bathrooms",entire home/apt,Brooklyn,Bedford-Stuyvesant
12712,22463977,Chris,2019-06-30,35,"Brooklyn, Prospect Heights",Amazing Master Bedroom in Historic Brooklyn,private room,Brooklyn,Prospect Heights
12713,22464295,Karen,2019-04-30,250,"Manhattan, Lower East Side",Lower East Side Newly renovated! #7,entire home/apt,Manhattan,Lower East Side
12714,22465327,Brendan,2019-05-06,399,"Brooklyn, Bushwick","*NEW*6 BED BROOKLYN DUPLX,15 MIN TRAIN RIDE 2 CITY",entire home/apt,Brooklyn,Bushwick
12715,22466315,Karen,2019-01-07,170,"Manhattan, Lower East Side",Lower East Side - Lovely Studio! #14,entire home/apt,Manhattan,Lower East Side
12716,22468075,Zhanna,2019-01-14,80,"Manhattan, East Harlem",Cozy and Spacious One Bedroom,entire home/apt,Manhattan,East Harlem
12717,22470443,Myriam,2019-07-03,59,"Queens, East Elmhurst",Homey and comfy room by LGA,private room,Queens,East Elmhurst
12718,22470605,Sabrina,2019-04-03,80,"Brooklyn, Greenpoint","Sunny new one bedroom in Brooklyn, Greenpoint",private room,Brooklyn,Greenpoint
12719,22471587,Matthew,2019-04-22,100,"Brooklyn, Flatlands",Semi-Private Studio in Quiet Brooklyn Neighborhood,private room,Brooklyn,Flatlands
12720,22472801,Mayo,2019-06-29,80,"Queens, Howard Beach",Swim in Garden Pond near City & JFK,entire home/apt,Queens,Howard Beach
12721,22477305,Yaacov,2019-03-10,235,"Manhattan, Upper East Side",Huge Terrace 2 bed 2 Bath POOl in building,entire home/apt,Manhattan,Upper East Side
12722,22477997,Cristiano,2019-07-06,55,"Brooklyn, Bushwick",Speakeasy Inn Bushwick Two,private room,Brooklyn,Bushwick
12723,22478609,Nl,2019-06-17,140,"Manhattan, Midtown",Manhattan -Top Location - Full Apartment,entire home/apt,Manhattan,Midtown
12724,22479006,Megan,2019-07-06,260,"Brooklyn, Fort Greene",Brownstone Getaway in Fort Greene,entire home/apt,Brooklyn,Fort Greene
12725,22479926,Lizette,2019-05-08,80,"Brooklyn, Williamsburg","Artistic home, cozy queen bed",private room,Brooklyn,Williamsburg
12726,22479963,Asha,2019-05-09,78,"Brooklyn, Bedford-Stuyvesant",Brooklyn castle w/ Manhattan skyline views,private room,Brooklyn,Bedford-Stuyvesant
12727,22481246,Jessy,2019-07-04,250,"Manhattan, Hell's Kitchen",1-bedroom apartment for up to  4 in Times Square.,entire home/apt,Manhattan,Hell's Kitchen
12728,22482376,Nicholas,2019-06-12,101,"Manhattan, Lower East Side",Sunny & Chic LES apartment,private room,Manhattan,Lower East Side
12729,22483110,Fabiola,2019-06-15,100,"Brooklyn, South Slope",Beautifully curated artist apartment in Park Slope,entire home/apt,Brooklyn,South Slope
12730,22483574,J-,2019-04-22,79,"Brooklyn, Bushwick",Home Away from Home: The Enlightenment Room.,private room,Brooklyn,Bushwick
12731,22483585,Jeffrey,2019-05-28,190,"Brooklyn, Columbia St",Best Kept Secret in Carroll Gardens BROOKLYN!!,entire home/apt,Brooklyn,Columbia St
12732,22483776,Erick,2019-02-12,30,"Queens, Woodside",THE COOL HOUSE,private room,Queens,Woodside
12733,22483942,J-,2019-06-18,69,"Brooklyn, Bushwick",Home Away from Home: The Cerebral Room,private room,Brooklyn,Bushwick
12734,22484006,Aendel,2019-07-06,44,"Queens, Long Island City",Your Private Room,private room,Queens,Long Island City
12735,22485416,Eugene,2019-06-23,85,"Manhattan, Morningside Heights","Private Room (rm3), 5 mins from Columbia",private room,Manhattan,Morningside Heights
12736,22485639,Eliahu,2019-06-29,140,"Manhattan, Upper East Side",61st east room C manhattan private,entire home/apt,Manhattan,Upper East Side
12737,22485685,Eliahu,2019-03-24,140,"Manhattan, Upper East Side",Dina airbnb 61 street east D,entire home/apt,Manhattan,Upper East Side
12738,22486252,Philippe,2019-05-19,400,"Brooklyn, Williamsburg",Spacious Loft with Amazing Sky Views,entire home/apt,Brooklyn,Williamsburg
12739,22489609,Aaron,2019-06-16,35,"Brooklyn, Sunset Park",Comfortable and Quiet,private room,Brooklyn,Sunset Park
12740,22489858,Eliahu,2019-06-27,140,"Manhattan, Upper East Side",61 st East room D Manhattan private,entire home/apt,Manhattan,Upper East Side
12741,22494825,Ella,2019-06-16,140,"Bronx, Mott Haven",Just Minutes From Manhattan,entire home/apt,Bronx,Mott Haven
12742,22495122,Noel,2019-06-23,125,"Manhattan, Inwood",Get lost at the tip of Manhattan,entire home/apt,Manhattan,Inwood
12743,22495520,Mark,2019-06-25,125,"Manhattan, Midtown",❤️ Furnished One Bedroom with Terrace!! ★★★★★,entire home/apt,Manhattan,Midtown
12744,22496369,Carlina,2019-06-22,60,"Manhattan, Harlem",Pleasant & Low-priced place  in Manhattan,private room,Manhattan,Harlem
12745,22503477,Sophia,2019-05-12,60,"Brooklyn, Bedford-Stuyvesant",A comfy apartment,entire home/apt,Brooklyn,Bedford-Stuyvesant
12746,22503885,Dana,2019-06-30,95,"Manhattan, Harlem",Beautiful Apartment in Central Harlem,entire home/apt,Manhattan,Harlem
12747,22505049,Maria,2019-06-10,40,"Brooklyn, East Flatbush",Beautiful & sunny large room in a gorgeous apt.,private room,Brooklyn,East Flatbush
12748,22510506,Rocio,2019-01-15,26,"Bronx, Norwood",Prívate room,private room,Bronx,Norwood
12749,22513363,Elena,2019-05-19,75,"Brooklyn, Greenpoint",AMAZING Greenpoint/Williamsburg PRIVATE Room,private room,Brooklyn,Greenpoint
12750,22514364,Bobi,2019-05-28,50,"Manhattan, East Harlem",1D  Private Rm  in Guesthouse Manhattan,private room,Manhattan,East Harlem
12751,22514608,Kumar,2019-07-06,105,"Manhattan, Harlem","Hamilton Heights Sunny Studio, Manhattan",entire home/apt,Manhattan,Harlem
12752,22515792,Brady,2019-06-26,89,"Brooklyn, Bedford-Stuyvesant",Private Bedroom in Brownstone Near Subway,private room,Brooklyn,Bedford-Stuyvesant
12753,22516600,Nate,2019-06-16,50,"Brooklyn, Bedford-Stuyvesant",Private Room for 2,private room,Brooklyn,Bedford-Stuyvesant
12754,22518038,Meahgan,2019-06-16,300,"Brooklyn, Brooklyn Heights",Brooklyn Heights Getaway,entire home/apt,Brooklyn,Brooklyn Heights
12755,22518123,K,2019-06-27,85,"Queens, Jamaica Estates",15 to JFK/LGA 30 to Manhattan.Close to St John’s,entire home/apt,Queens,Jamaica Estates
12756,22522733,Rose,2019-06-20,80,"Brooklyn, Williamsburg",Like your Private (artist / railroad) Apartment,private room,Brooklyn,Williamsburg
12757,22527937,Peter,2019-07-06,65,"Manhattan, Hell's Kitchen",Private Double Room in Midtown NYC/Times Square,private room,Manhattan,Hell's Kitchen
12758,22529877,John,2019-03-17,35,"Brooklyn, East New York",Cosy.,private room,Brooklyn,East New York
12759,22530070,Daisy,2019-06-23,30,"Brooklyn, Brighton Beach",Suite 18 - Private Room w/ bath,private room,Brooklyn,Brighton Beach
12760,22530764,Shana,2019-06-24,90,"Brooklyn, East Flatbush",House of Love,private room,Brooklyn,East Flatbush
12761,22531031,Brenda,2019-07-07,89,"Brooklyn, East Flatbush",Comfortable Brooklyn Studio,entire home/apt,Brooklyn,East Flatbush
12762,22531696,David,2019-06-13,255,"Manhattan, Midtown",Luxury Condo Lexington & Park Ave  Sleeps 6,entire home/apt,Manhattan,Midtown
12763,22531866,Ilginutin,2019-05-24,44,"Brooklyn, Williamsburg",FULL VIEW NYC Room in Williamsburg & Giant Terrace,private room,Brooklyn,Williamsburg
12764,22531898,Emma,2019-07-02,30,"Manhattan, Upper West Side","Cozy room, female only, AC include&3 subway lines",private room,Manhattan,Upper West Side
12765,22533156,Christine,2019-06-02,75,"Brooklyn, East Flatbush",Private Sunny Room (B) in Historic Townhouse,private room,Brooklyn,East Flatbush
12766,22535503,Sid,2019-07-01,72,"Brooklyn, Bedford-Stuyvesant",Perfect Vacation Rental for Family,private room,Brooklyn,Bedford-Stuyvesant
12767,22542091,Arianna & Z,2019-06-23,75,"Brooklyn, Bushwick","Large, King Size NYC Room Near Trains",private room,Brooklyn,Bushwick
12768,22543061,Colin,2019-04-26,60,"Brooklyn, Greenpoint",Perfect Greenpoint Loft,private room,Brooklyn,Greenpoint
12769,22544160,Alexei,2019-06-22,80,"Bronx, Fordham",Comfortable Studio Apartment!,entire home/apt,Bronx,Fordham
12770,22544810,Ann,2019-06-23,550,"Brooklyn, Williamsburg",Williamsburg stunning duplex apartment 4br/3bath,entire home/apt,Brooklyn,Williamsburg
12771,22545117,Diana,2019-03-12,108,"Brooklyn, Bushwick",Victorian Artist Loft,private room,Brooklyn,Bushwick
12772,22545206,Jannices,2019-04-24,38,"Brooklyn, Bushwick",Cozy affordable room #2,private room,Brooklyn,Bushwick
12773,22545284,Jennifer,2019-01-01,85,"Brooklyn, East Flatbush","Private Brooklyn studio, cozy for wintertime",entire home/apt,Brooklyn,East Flatbush
12775,22550289,Carmen,2019-05-19,175,"Brooklyn, Brooklyn Heights",Cozy Historical Brooklyn Heights 1-Bedroom #10273,entire home/apt,Brooklyn,Brooklyn Heights
12776,22550483,Anallely,2019-03-16,88,"Manhattan, Chelsea",Cozy semi-private small cabin near Times Square,private room,Manhattan,Chelsea
12777,22553501,Robert,2019-05-26,70,"Manhattan, Midtown",Central Park Cozy Home,private room,Manhattan,Midtown
12778,22561496,Brian,2019-06-20,145,"Bronx, Kingsbridge",Bright/Large 1 Bdr Flat W/Parking!,entire home/apt,Bronx,Kingsbridge
12779,22563782,Jess,2019-07-01,150,"Brooklyn, Greenpoint",Sunny Studio in Greenpoint - Private Bath/Kitchen,private room,Brooklyn,Greenpoint
12780,22566828,Nilufer,2019-05-14,35,"Queens, Long Island City",Feel like your home,private room,Queens,Long Island City
12781,22567255,Lucerne,2019-05-31,70,"Brooklyn, Bedford-Stuyvesant","Artsy, Brooklyn Apt minutes away from Manhattan.",entire home/apt,Brooklyn,Bedford-Stuyvesant
12782,22567430,Jackee,2019-07-05,89,"Brooklyn, East Flatbush",Oasis in East Flatbush,entire home/apt,Brooklyn,East Flatbush
12783,22569493,Mimi,2019-06-24,180,"Brooklyn, Crown Heights",Beautifully Renovated Brownstone Apt! #10264,entire home/apt,Brooklyn,Crown Heights
12784,22569600,Hanna,2019-06-24,94,"Manhattan, Battery Park City",Cozy and Warm Stay in Fidi/Battery Park City,private room,Manhattan,Battery Park City
12785,22570065,Antonio,2019-06-22,150,"Manhattan, Kips Bay",1 Bedroom Apartment at great location in NYC,entire home/apt,Manhattan,Kips Bay
12786,22571028,Benedetta,2019-06-22,125,"Brooklyn, Williamsburg",Apt. 2nd Floor (A)   2/4 Guest,entire home/apt,Brooklyn,Williamsburg
12787,22571045,Christine,2019-06-10,69,"Queens, Bayside",Private Studio,private room,Queens,Bayside
12788,22572314,Danny,2019-04-03,105,"Brooklyn, Williamsburg","Perfect location, gorgeous private building",entire home/apt,Brooklyn,Williamsburg
12789,22572695,Michelle,2019-06-23,23,"Brooklyn, Flatbush",Simple studio,shared room,Brooklyn,Flatbush
12790,22574255,Claire,2019-07-01,54,"Brooklyn, Flatbush",Brooklyn Room with a View on tree-lined street.,private room,Brooklyn,Flatbush
12791,22575619,Nat,2019-06-29,69,"Brooklyn, Bushwick","Cozy, Humble and private",private room,Brooklyn,Bushwick
12792,22579551,Annamaria,2019-05-08,450,"Manhattan, Tribeca",The 'TriBeCa Loft'  #4  | A stylish 2 bed apt,entire home/apt,Manhattan,Tribeca
12793,22579704,Annamaria,2019-02-10,490,"Manhattan, Tribeca",The 'TriBeCa Loft' #2 | A stylish 2 bed apt,entire home/apt,Manhattan,Tribeca
12794,22579760,Xing,2019-06-17,78,"Queens, Forest Hills",Bright private bedroom w/queen bed and parking,private room,Queens,Forest Hills
12795,22580951,Pat And Shelly,2019-06-14,179,"Brooklyn, Bedford-Stuyvesant",Private Huge 4 Bedroom Apartment,entire home/apt,Brooklyn,Bedford-Stuyvesant
12796,22582841,Beth,2019-06-24,245,"Brooklyn, Bushwick",The Explorer's Lounge in Bushwick,entire home/apt,Brooklyn,Bushwick
12797,22584204,John,2019-01-01,160,"Manhattan, Lower East Side",Industrial Chinatown Hideaway,entire home/apt,Manhattan,Lower East Side
12798,22584603,Amber,2019-03-04,45,"Brooklyn, Greenpoint",Private room with Amazing views of Manhattan.,private room,Brooklyn,Greenpoint
12799,22586049,Caroline,2019-01-01,120,"Brooklyn, Williamsburg",Charming Traditional Brooklyn Apartment,entire home/apt,Brooklyn,Williamsburg
12800,22586352,Mia,2019-06-24,280,"Manhattan, East Village",Spacious 3 bedroom in Manhattan,entire home/apt,Manhattan,East Village
12801,22587295,Stephanie,2019-06-20,175,"Brooklyn, Boerum Hill",Luxury apartment in beautiful Boerum Hill!,entire home/apt,Brooklyn,Boerum Hill
12802,22587700,Erin,2019-06-27,100,"Brooklyn, Williamsburg",Private Bedroom in Cozy Williamsburg Apartment!,private room,Brooklyn,Williamsburg
12803,22588755,Jermaine,2019-06-23,80,"Brooklyn, Williamsburg",Amazing Room w/Workspace - Williamsburg,private room,Brooklyn,Williamsburg
12804,22589075,Liliya,2019-06-16,175,"Brooklyn, Williamsburg","Designer 1 Bedroom - Williamsburg, Brooklyn",entire home/apt,Brooklyn,Williamsburg
12805,22594239,Valerie,2019-06-15,185,"Brooklyn, Sunset Park",Cozy&Quaint Garden Apartment-Private Backyard,entire home/apt,Brooklyn,Sunset Park
12806,22599828,Lindsay,2019-07-05,140,"Brooklyn, Cobble Hill","Perfect Cobble Hill 1-bed, Brooklyn's best spot",entire home/apt,Brooklyn,Cobble Hill
