id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
2469,Friday,CHINA EASTERN,DEST_1469,Middle East,    Medium,Gates 50-59,2018-12-31,573.4,Average,Very safe,Very satisfied
2470,Sunday,DELTA,DEST_1470,East US,Hub,Gates 91-102,2018-12-31,361.1,Dirty,Somewhat unsafe,Neutral
2471,Tuesday,CHINA EASTERN,DEST_1471,middle east,    Hub,Gates 70-90,2018-12-31,212.7,Clean,Very unsafe,Very unsatisfied
2472,Saturday,SOUTHWEST,DEST_1472,Canada/Mexico,    Medium,Gates 1-12,2018-12-31,47.7,Dirty,Neutral,Somewhat satisfied
2473,Thursday,DELTA,DEST_1473,Canada/Mexico,Medium     ,Gates 40-48,2018-12-31,196.5,Somewhat clean,Somewhat unsafe,Somewhat satisfied
2474,Wednesday,SOUTHWEST,DEST_1474,Central/South America,Small,Gates 40-48,2018-12-31,225.0,Somewhat clean,Somewhat safe,Neutral
2475,Saturday,UNITED INTL,DEST_1475,eur,Small,Gates 1-12,2018-12-31,468.3,Somewhat clean,Somewhat unsafe,Neutral
2476,Friday,UNITED INTL,DEST_1476,Canada/Mexico,    Small,Gates 50-59,2018-12-31,451.5,Average,Neutral,Very satisfied
2477,Tuesday,CHINA EASTERN,DEST_1477,Central/South America,Medium,Gates 1-12,2018-12-31,133.0,Average,Neutral,Somewhat unsatisfied
2478,Friday,UNITED,DEST_1478,eur,    Large,Gates 20-39,2018-12-31,450.2,Unacceptable,Somewhat unsafe,Very unsatisfied
2479,Thursday,SOUTHWEST,DEST_1479,West US,    Large,Gates 40-48,2018-12-31,331.1,Unacceptable,Somewhat safe,Neutral
2480,Thursday,UNITED INTL,DEST_1480,eur,    Hub,Gates 1-12,2018-12-31,83.7,Average,Somewhat safe,Very satisfied
2481,Wednesday,UNITED INTL,DEST_1481,Canada/Mexico,    Small,Gates 70-90,2018-12-31,313.9,Clean,Neutral,Somewhat satisfied
2482,Thursday,ALASKA,DEST_1482,Canada/Mexico,Medium,Gates 40-48,2018-12-31,285.1,Dirty,Very unsafe,Somewhat unsatisfied
2483,Sunday,UNITED INTL,DEST_1483,Midwest US,Small     ,Gates 20-39,2018-12-31,435.5,Somewhat clean,Neutral,Somewhat unsatisfied
2484,Sunday,JETBLUE,DEST_1484,East US,Hub     ,Gates 70-90,2018-12-31,464.7,Somewhat dirty,Somewhat safe,Somewhat unsatisfied
2485,Monday,CHINA EASTERN,DEST_1485,Midwest US,Small,Gates 91-102,2018-12-31,460.5,Somewhat clean,Very safe,Very unsatisfied
2486,Thursday,UNITED INTL,DEST_1486,EAST US,    Hub,Gates 40-48,2018-12-31,467.2,Dirty,Very safe,Somewhat satisfied
2487,Sunday,DELTA,DEST_1487,Asia,Hub     ,Gates 50-59,2018-12-31,313.3,Average,Somewhat safe,Neutral
2488,Monday,SOUTHWEST,DEST_1488,Central/South America,Small,Gates 50-59,2018-12-31,365.4,Unacceptable,Somewhat unsafe,Somewhat satisfied
2489,Saturday,JETBLUE,DEST_1489,Europe,Hub     ,Gates 1-12,2018-12-31,171.4,Clean,Somewhat safe,Somewhat unsatisfied
2490,Wednesday,UNITED INTL,DEST_1490,middle east,Hub     ,Gates 50-59,2018-12-31,255.0,Somewhat dirty,Very unsafe,Somewhat satisfied
2491,Monday,JETBLUE,DEST_1491,eur,Medium     ,Gates 40-48,2018-12-31,438.0,Clean,Very safe,Very unsatisfied
2492,Wednesday,JETBLUE,DEST_1492,EAST US,Hub     ,Gates 70-90,2018-12-31,598.0,Somewhat clean,Neutral,Very satisfied
2493,Wednesday,UNITED INTL,DEST_1493,Central/South America,Small,Gates 50-59,2018-12-31,324.7,Unacceptable,Neutral,Neutral
2494,Friday,CHINA EASTERN,DEST_1494,East US,Large     ,Gates 40-48,2018-12-31,372.0,Clean,Very safe,Very satisfied
2495,Monday,CHINA EASTERN,DEST_1495,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,535.7,Dirty,Somewhat unsafe,Somewhat satisfied
2496,Friday,SOUTHWEST,DEST_1496,East US,    Small,Gates 1-12,2018-12-31,525.8,Average,Somewhat safe,Very satisfied
2497,Wednesday,UNITED INTL,DEST_1497,Asia,    Hub,Gates 70-90,2018-12-31,440.7,Clean,Somewhat safe,Very satisfied
2498,Thursday,UNITED INTL,DEST_1498,middle east,Hub,Gates 70-90,2018-12-31,556.3,Average,Neutral,Very satisfied
2499,Wednesday,UNITED INTL,DEST_1499,Canada/Mexico,Medium,Gates 1-12,2018-12-31,72.0,Unacceptable,Neutral,Very satisfied
2500,Saturday,ALASKA,DEST_1500,Central/South America,    Hub,Gates 1-12,2018-12-31,217.8,Dirty,Very safe,Neutral
2501,Thursday,ALASKA,DEST_1501,EAST US,Small,Gates 40-48,2018-12-31,292.1,Clean,Neutral,Neutral
2502,Saturday,DELTA,DEST_1502,Canada/Mexico,Hub,Gates 20-39,2018-12-31,553.0,Average,Somewhat safe,Very unsatisfied
2503,Friday,SOUTHWEST,DEST_1503,Midwest US,    Medium,Gates 91-102,2018-12-31,292.2,Somewhat dirty,Somewhat safe,Very satisfied
2504,Friday,UNITED INTL,DEST_1504,EAST US,Medium     ,Gates 20-39,2018-12-31,356.0,Somewhat dirty,Neutral,Neutral
2505,Wednesday,ALASKA,DEST_1505,Australia/New Zealand,Small,Gates 91-102,2018-12-31,202.5,Somewhat dirty,Somewhat safe,Somewhat satisfied
2506,Tuesday,AMERICAN,DEST_1506,Canada/Mexico,Small,Gates 91-102,2018-12-31,125.9,Somewhat dirty,Somewhat unsafe,Neutral
2507,Saturday,AMERICAN,DEST_1507,East US,Large     ,Gates 70-90,2018-12-31,292.1,Unacceptable,Neutral,Neutral
2508,Wednesday,DELTA,DEST_1508,Central/South America,Small,Gates 40-48,2018-12-31,101.3,Somewhat dirty,Somewhat unsafe,Very satisfied
2509,Monday,DELTA,DEST_1509,eur,Small,Gates 40-48,2018-12-31,310.6,Average,Neutral,Somewhat unsatisfied
2510,Wednesday,UNITED,DEST_1510,Midwest US,Medium,Gates 70-90,2018-12-31,90.9,Dirty,Neutral,Very unsatisfied
2511,Friday,SOUTHWEST,DEST_1511,Midwest US,    Small,Gates 40-48,2018-12-31,94.2,Somewhat clean,Somewhat unsafe,Somewhat unsatisfied
2512,Thursday,JETBLUE,DEST_1512,Central/South America,Large     ,Gates 91-102,2018-12-31,312.5,Dirty,Somewhat unsafe,Very unsatisfied
2513,Monday,UNITED INTL,DEST_1513,Middle East,Medium,Gates 1-12,2018-12-31,252.3,Average,Somewhat safe,Very satisfied
2514,Sunday,UNITED,DEST_1514,middle east,Large,Gates 1-12,2018-12-31,418.9,Clean,Very safe,Very unsatisfied
2515,Sunday,AMERICAN,DEST_1515,East US,Large,Gates 50-59,2018-12-31,392.5,Somewhat dirty,Somewhat safe,Somewhat unsatisfied
2516,Thursday,AMERICAN,DEST_1516,Europe,    Medium,Gates 50-59,2018-12-31,252.3,Unacceptable,Somewhat unsafe,Very satisfied
2517,Monday,CHINA EASTERN,DEST_1517,Asia,Large     ,Gates 20-39,2018-12-31,102.4,Dirty,Very safe,Very satisfied
2518,Saturday,CHINA EASTERN,DEST_1518,Central/South America,Medium     ,Gates 40-48,2018-12-31,164.6,Clean,Somewhat safe,Very satisfied
2519,Friday,UNITED INTL,DEST_1519,West US,    Hub,Gates 50-59,2018-12-31,47.0,Unacceptable,Neutral,Somewhat satisfied
2520,Friday,CHINA EASTERN,DEST_1520,Asia,Small,Gates 1-12,2018-12-31,396.7,Dirty,Very safe,Very satisfied
2521,Friday,JETBLUE,DEST_1521,middle east,Hub     ,Gates 1-12,2018-12-31,56.9,Clean,Somewhat unsafe,Somewhat unsatisfied
2522,Thursday,UNITED,DEST_1522,Europe,    Small,Gates 91-102,2018-12-31,97.7,Dirty,Very unsafe,Very unsatisfied
2523,Wednesday,SOUTHWEST,DEST_1523,Australia/New Zealand,Hub     ,Gates 40-48,2018-12-31,500.0,Somewhat dirty,Somewhat safe,Neutral
2524,Thursday,CHINA EASTERN,DEST_1524,Asia,Hub     ,Gates 20-39,2018-12-31,64.0,Unacceptable,Neutral,Somewhat satisfied
2525,Sunday,AMERICAN,DEST_1525,middle east,Small     ,Gates 40-48,2018-12-31,335.8,Average,Neutral,Neutral
2526,Saturday,ALASKA,DEST_1526,Midwest US,Medium     ,Gates 70-90,2018-12-31,209.3,Dirty,Somewhat safe,Somewhat satisfied
2527,Thursday,AMERICAN,DEST_1527,Central/South America,    Hub,Gates 20-39,2018-12-31,479.8,Somewhat clean,Very safe,Very unsatisfied
2528,Sunday,SOUTHWEST,DEST_1528,Central/South America,    Medium,Gates 40-48,2018-12-31,597.0,Somewhat dirty,Very safe,Neutral
2529,Tuesday,JETBLUE,DEST_1529,Middle East,Small     ,Gates 70-90,2018-12-31,233.0,Clean,Very safe,Somewhat unsatisfied
2530,Wednesday,AMERICAN,DEST_1530,Central/South America,Small     ,Gates 40-48,2018-12-31,51.1,Somewhat dirty,Neutral,Neutral
2531,Wednesday,ALASKA,DEST_1531,EAST US,Small,Gates 50-59,2018-12-31,38.5,Average,Somewhat unsafe,Somewhat unsatisfied
2532,Thursday,AMERICAN,DEST_1532,middle east,Hub,Gates 91-102,2018-12-31,332.4,Somewhat dirty,Somewhat unsafe,Somewhat unsatisfied
2533,Saturday,ALASKA,DEST_1533,Europe,    Large,Gates 40-48,2018-12-31,236.5,Somewhat dirty,Neutral,Neutral
2534,Friday,UNITED,DEST_1534,Midwest US,    Small,Gates 70-90,2018-12-31,234.2,Somewhat clean,Somewhat safe,Somewhat satisfied
2535,Thursday,CHINA EASTERN,DEST_1535,Canada/Mexico,    Hub,Gates 40-48,2018-12-31,375.0,Unacceptable,Very unsafe,Very satisfied
2536,Thursday,UNITED INTL,DEST_1536,Asia,Small,Gates 50-59,2018-12-31,534.0,Clean,Neutral,Somewhat unsatisfied
2537,Tuesday,UNITED,DEST_1537,Midwest US,    Hub,Gates 50-59,2018-12-31,466.9,Clean,Neutral,Very unsatisfied
2538,Monday,SOUTHWEST,DEST_1538,EAST US,Small,Gates 70-90,2018-12-31,516.1,Average,Somewhat unsafe,Very satisfied
2539,Tuesday,SOUTHWEST,DEST_1539,West US,Small,Gates 1-12,2018-12-31,302.2,Somewhat clean,Somewhat safe,Very unsatisfied
2540,Thursday,SOUTHWEST,DEST_1540,Middle East,Hub     ,Gates 70-90,2018-12-31,433.3,Unacceptable,Neutral,Neutral
2541,Monday,DELTA,DEST_1541,middle east,Small     ,Gates 70-90,2018-12-31,138.0,Somewhat dirty,Somewhat unsafe,Very satisfied
2542,Thursday,ALASKA,DEST_1542,middle east,Large,Gates 40-48,2018-12-31,30.3,Somewhat dirty,Neutral,Somewhat unsatisfied
2543,Saturday,DELTA,DEST_1543,EAST US,Small,Gates 70-90,2018-12-31,152.4,Somewhat dirty,Somewhat unsafe,Very satisfied
2544,Sunday,AMERICAN,DEST_1544,Middle East,Medium     ,Gates 20-39,2018-12-31,478.1,Average,Very safe,Neutral
2545,Saturday,DELTA,DEST_1545,Australia/New Zealand,    Large,Gates 91-102,2018-12-31,270.0,Dirty,Very unsafe,Very satisfied
2546,Sunday,SOUTHWEST,DEST_1546,Australia/New Zealand,Hub     ,Gates 70-90,2018-12-31,497.6,Average,Very safe,Somewhat unsatisfied
2547,Tuesday,ALASKA,DEST_1547,Europe,Medium     ,Gates 70-90,2018-12-31,426.2,Dirty,Neutral,Neutral
2548,Sunday,CHINA EASTERN,DEST_1548,Middle East,    Small,Gates 40-48,2018-12-31,53.5,Unacceptable,Very safe,Very unsatisfied
2549,Saturday,AMERICAN,DEST_1549,Midwest US,Large,Gates 20-39,2018-12-31,373.3,Somewhat dirty,Very safe,Very satisfied
2550,Friday,DELTA,DEST_1550,EAST US,Hub,Gates 20-39,2018-12-31,64.4,Dirty,Very unsafe,Very satisfied
2551,Thursday,AMERICAN,DEST_1551,East US,    Large,Gates 1-12,2018-12-31,494.9,Average,Somewhat safe,Somewhat satisfied
2552,Tuesday,SOUTHWEST,DEST_1552,Midwest US,    Hub,Gates 40-48,2018-12-31,393.7,Dirty,Very unsafe,Neutral
2553,Sunday,UNITED,DEST_1553,East US,Small     ,Gates 50-59,2018-12-31,597.1,Dirty,Neutral,Somewhat unsatisfied
2554,Friday,UNITED,DEST_1554,Asia,Hub,Gates 1-12,2018-12-31,436.9,Unacceptable,Somewhat unsafe,Very satisfied
2555,Sunday,DELTA,DEST_1555,eur,    Hub,Gates 50-59,2018-12-31,318.6,Dirty,Somewhat unsafe,Somewhat unsatisfied
2556,Saturday,JETBLUE,DEST_1556,Canada/Mexico,    Large,Gates 20-39,2018-12-31,558.6,Average,Somewhat unsafe,Very satisfied
2557,Tuesday,JETBLUE,DEST_1557,EAST US,    Hub,Gates 40-48,2018-12-31,93.1,Clean,Very safe,Somewhat satisfied
2558,Friday,CHINA EASTERN,DEST_1558,Midwest US,Large,Gates 91-102,2018-12-31,141.4,Dirty,Very unsafe,Very satisfied
2559,Wednesday,UNITED,DEST_1559,Midwest US,Small     ,Gates 20-39,2018-12-31,504.8,Average,Somewhat unsafe,Somewhat unsatisfied
2560,Wednesday,AMERICAN,DEST_1560,Middle East,    Medium,Gates 91-102,2018-12-31,224.1,Somewhat clean,Somewhat safe,Neutral
2561,Monday,AMERICAN,DEST_1561,Europe,Medium,Gates 1-12,2018-12-31,461.2,Dirty,Very unsafe,Somewhat unsatisfied
2562,Monday,JETBLUE,DEST_1562,Europe,Hub     ,Gates 40-48,2018-12-31,94.1,Somewhat clean,Somewhat unsafe,Somewhat satisfied
2563,Tuesday,ALASKA,DEST_1563,Australia/New Zealand,Hub,Gates 40-48,2018-12-31,474.8,Somewhat dirty,Somewhat unsafe,Neutral
2564,Tuesday,DELTA,DEST_1564,Middle East,    Medium,Gates 50-59,2018-12-31,332.9,Somewhat clean,Somewhat safe,Neutral
2565,Thursday,SOUTHWEST,DEST_1565,eur,    Small,Gates 1-12,2018-12-31,93.5,Average,Somewhat safe,Somewhat satisfied
2566,Friday,AMERICAN,DEST_1566,Europe,Large     ,Gates 50-59,2018-12-31,522.9,Dirty,Neutral,Very satisfied
2567,Tuesday,UNITED,DEST_1567,East US,Small,Gates 20-39,2018-12-31,422.3,Somewhat clean,Neutral,Very satisfied
2568,Saturday,CHINA EASTERN,DEST_1568,eur,Large,Gates 40-48,2018-12-31,280.0,Somewhat clean,Very unsafe,Very satisfied
2569,Sunday,CHINA EASTERN,DEST_1569,Asia,Medium,Gates 50-59,2018-12-31,456.9,Dirty,Very safe,Neutral
2570,Friday,UNITED,DEST_1570,Asia,Hub     ,Gates 50-59,2018-12-31,284.5,Clean,Neutral,Somewhat unsatisfied
2571,Wednesday,UNITED INTL,DEST_1571,West US,Small     ,Gates 91-102,2018-12-31,510.9,Somewhat dirty,Neutral,Somewhat satisfied
2572,Tuesday,CHINA EASTERN,DEST_1572,EAST US,Hub     ,Gates 40-48,2018-12-31,107.0,Average,Somewhat unsafe,Somewhat unsatisfied
2573,Thursday,DELTA,DEST_1573,EAST US,    Large,Gates 20-39,2018-12-31,423.7,Somewhat clean,Somewhat safe,Neutral
2574,Wednesday,UNITED,DEST_1574,Australia/New Zealand,Small     ,Gates 40-48,2018-12-31,180.6,Dirty,Very unsafe,Neutral
2575,Sunday,ALASKA,DEST_1575,East US,    Medium,Gates 70-90,2018-12-31,75.0,Somewhat dirty,Very unsafe,Somewhat unsatisfied
2576,Thursday,AMERICAN,DEST_1576,middle east,    Medium,Gates 50-59,2018-12-31,125.0,Somewhat clean,Very unsafe,Somewhat unsatisfied
2577,Sunday,SOUTHWEST,DEST_1577,Europe,Large,Gates 20-39,2018-12-31,164.0,Unacceptable,Neutral,Somewhat unsatisfied
2578,Sunday,AMERICAN,DEST_1578,Canada/Mexico,Small     ,Gates 40-48,2018-12-31,541.6,Somewhat dirty,Very unsafe,Very satisfied
2579,Friday,CHINA EASTERN,DEST_1579,EAST US,    Large,Gates 40-48,2018-12-31,546.3,Unacceptable,Very safe,Very satisfied
2580,Tuesday,JETBLUE,DEST_1580,middle east,Large,Gates 20-39,2018-12-31,474.7,Clean,Very unsafe,Somewhat unsatisfied
2581,Wednesday,ALASKA,DEST_1581,East US,    Small,Gates 20-39,2018-12-31,296.0,Dirty,Very safe,Neutral
2582,Thursday,SOUTHWEST,DEST_1582,Midwest US,Hub,Gates 70-90,2018-12-31,111.2,Unacceptable,Somewhat unsafe,Somewhat unsatisfied
2583,Wednesday,ALASKA,DEST_1583,Asia,    Small,Gates 91-102,2018-12-31,404.0,Clean,Somewhat safe,Very satisfied
2584,Friday,DELTA,DEST_1584,West US,Medium,Gates 40-48,2018-12-31,63.9,Unacceptable,Very unsafe,Neutral
2585,Friday,UNITED,DEST_1585,EAST US,    Large,Gates 1-12,2018-12-31,492.5,Somewhat clean,Neutral,Somewhat satisfied
2586,Wednesday,DELTA,DEST_1586,Central/South America,Small,Gates 50-59,2018-12-31,482.7,Unacceptable,Very unsafe,Very unsatisfied
2587,Sunday,ALASKA,DEST_1587,Midwest US,Small,Gates 70-90,2018-12-31,323.0,Unacceptable,Very unsafe,Somewhat unsatisfied
2588,Sunday,UNITED,DEST_1588,East US,    Hub,Gates 1-12,2018-12-31,480.2,Average,Very unsafe,Somewhat satisfied
2589,Sunday,UNITED,DEST_1589,Asia,Hub,Gates 20-39,2018-12-31,225.8,Somewhat clean,Somewhat safe,Somewhat unsatisfied
2590,Friday,SOUTHWEST,DEST_1590,middle east,Hub,Gates 70-90,2018-12-31,531.4,Somewhat clean,Very unsafe,Neutral
2591,Saturday,AMERICAN,DEST_1591,Canada/Mexico,    Small,Gates 50-59,2018-12-31,522.9,Somewhat dirty,Very safe,Neutral
2592,Saturday,SOUTHWEST,DEST_1592,Midwest US,Small     ,Gates 1-12,2018-12-31,42.5,Unacceptable,Very unsafe,Neutral
2593,Sunday,JETBLUE,DEST_1593,Central/South America,Hub,Gates 50-59,2018-12-31,574.1,Clean,Neutral,Very satisfied
2594,Saturday,JETBLUE,DEST_1594,EAST US,    Large,Gates 20-39,2018-12-31,543.0,Unacceptable,Somewhat safe,Very unsatisfied
2595,Saturday,AMERICAN,DEST_1595,Canada/Mexico,Hub     ,Gates 20-39,2018-12-31,115.9,Dirty,Neutral,Somewhat unsatisfied
2596,Sunday,SOUTHWEST,DEST_1596,Canada/Mexico,Small,Gates 1-12,2018-12-31,380.3,Somewhat clean,Very unsafe,Somewhat unsatisfied
2597,Tuesday,SOUTHWEST,DEST_1597,Midwest US,    Medium,Gates 1-12,2018-12-31,109.6,Unacceptable,Somewhat unsafe,Somewhat satisfied
2598,Friday,JETBLUE,DEST_1598,Australia/New Zealand,Hub     ,Gates 20-39,2018-12-31,87.9,Average,Very unsafe,Somewhat satisfied
2599,Tuesday,ALASKA,DEST_1599,Central/South America,    Hub,Gates 1-12,2018-12-31,574.6,Average,Very safe,Very unsatisfied
2600,Friday,ALASKA,DEST_1600,East US,Medium,Gates 50-59,2018-12-31,191.9,Average,Very unsafe,Somewhat satisfied
2601,Monday,AMERICAN,DEST_1601,West US,    Large,Gates 40-48,2018-12-31,110.7,Somewhat clean,Neutral,Very unsatisfied
2602,Saturday,SOUTHWEST,DEST_1602,Asia,Medium,Gates 1-12,2018-12-31,324.0,Clean,Somewhat safe,Very satisfied
2603,Monday,UNITED,DEST_1603,Central/South America,Medium,Gates 70-90,2018-12-31,43.3,Average,Very safe,Neutral
2604,Saturday,AMERICAN,DEST_1604,West US,    Small,Gates 50-59,2018-12-31,574.1,Clean,Very unsafe,Somewhat satisfied
2605,Saturday,UNITED,DEST_1605,East US,    Large,Gates 1-12,2018-12-31,547.6,Unacceptable,Very unsafe,Somewhat satisfied
2606,Monday,JETBLUE,DEST_1606,Europe,Small,Gates 50-59,2018-12-31,346.3,Clean,Somewhat unsafe,Somewhat satisfied
2607,Thursday,AMERICAN,DEST_1607,Europe,Hub     ,Gates 40-48,2018-12-31,194.2,Somewhat clean,Neutral,Neutral
2608,Tuesday,UNITED,DEST_1608,Asia,Small     ,Gates 50-59,2018-12-31,448.6,Somewhat clean,Neutral,Somewhat unsatisfied
2609,Thursday,SOUTHWEST,DEST_1609,EAST US,    Large,Gates 91-102,2018-12-31,217.9,Average,Somewhat unsafe,Neutral
2610,Saturday,AMERICAN,DEST_1610,West US,Small,Gates 91-102,2018-12-31,218.8,Average,Somewhat safe,Very satisfied
2611,Saturday,CHINA EASTERN,DEST_1611,eur,Small,Gates 91-102,2018-12-31,374.1,Dirty,Very safe,Somewhat unsatisfied
2612,Friday,UNITED,DEST_1612,West US,Large     ,Gates 50-59,2018-12-31,476.9,Dirty,Somewhat unsafe,Somewhat satisfied
2613,Thursday,JETBLUE,DEST_1613,Canada/Mexico,    Medium,Gates 20-39,2018-12-31,573.9,Average,Somewhat unsafe,Somewhat satisfied
2614,Thursday,UNITED,DEST_1614,Central/South America,Medium     ,Gates 91-102,2018-12-31,330.2,Dirty,Somewhat safe,Neutral
2615,Saturday,UNITED INTL,DEST_1615,middle east,    Large,Gates 20-39,2018-12-31,137.3,Dirty,Somewhat unsafe,Neutral
2616,Saturday,UNITED,DEST_1616,eur,Large     ,Gates 1-12,2018-12-31,169.1,Unacceptable,Very safe,Very satisfied
2617,Saturday,UNITED,DEST_1617,Asia,Hub     ,Gates 70-90,2018-12-31,245.5,Clean,Very safe,Neutral
2618,Wednesday,CHINA EASTERN,DEST_1618,Europe,Medium,Gates 91-102,2018-12-31,165.4,Somewhat dirty,Somewhat safe,Somewhat unsatisfied
2619,Tuesday,UNITED INTL,DEST_1619,Asia,Large     ,Gates 70-90,2018-12-31,534.4,Somewhat clean,Somewhat safe,Somewhat satisfied
2620,Friday,UNITED INTL,DEST_1620,East US,Medium     ,Gates 20-39,2018-12-31,188.5,Somewhat clean,Very unsafe,Very unsatisfied
2621,Thursday,AMERICAN,DEST_1621,Middle East,    Large,Gates 20-39,2018-12-31,68.7,Clean,Very safe,Very satisfied
2622,Tuesday,JETBLUE,DEST_1622,Middle East,    Hub,Gates 50-59,2018-12-31,190.9,Average,Somewhat safe,Somewhat satisfied
2623,Wednesday,AMERICAN,DEST_1623,Midwest US,Medium     ,Gates 70-90,2018-12-31,359.9,Unacceptable,Very unsafe,Very unsatisfied
2624,Friday,SOUTHWEST,DEST_1624,Europe,Hub,Gates 50-59,2018-12-31,156.2,Somewhat clean,Very unsafe,Somewhat unsatisfied
2625,Monday,CHINA EASTERN,DEST_1625,eur,Small     ,Gates 50-59,2018-12-31,495.3,Clean,Neutral,Neutral
2626,Saturday,JETBLUE,DEST_1626,Midwest US,    Medium,Gates 20-39,2018-12-31,498.0,Dirty,Very safe,Neutral
2627,Wednesday,DELTA,DEST_1627,Central/South America,Hub     ,Gates 70-90,2018-12-31,400.9,Dirty,Somewhat unsafe,Somewhat unsatisfied
2628,Saturday,SOUTHWEST,DEST_1628,Europe,Large     ,Gates 91-102,2018-12-31,577.3,Unacceptable,Very unsafe,Very satisfied
2629,Saturday,ALASKA,DEST_1629,Europe,Large,Gates 20-39,2018-12-31,521.4,Unacceptable,Very safe,Neutral
2630,Saturday,CHINA EASTERN,DEST_1630,Canada/Mexico,    Large,Gates 20-39,2018-12-31,465.0,Dirty,Neutral,Somewhat unsatisfied
2631,Monday,DELTA,DEST_1631,middle east,    Hub,Gates 91-102,2018-12-31,326.6,Dirty,Very safe,Somewhat satisfied
2632,Tuesday,ALASKA,DEST_1632,eur,Hub     ,Gates 20-39,2018-12-31,527.3,Somewhat clean,Somewhat unsafe,Very unsatisfied
2633,Sunday,DELTA,DEST_1633,Central/South America,    Hub,Gates 50-59,2018-12-31,96.6,Dirty,Neutral,Neutral
2634,Wednesday,SOUTHWEST,DEST_1634,EAST US,Hub     ,Gates 70-90,2018-12-31,572.1,Somewhat dirty,Very unsafe,Very unsatisfied
2635,Thursday,DELTA,DEST_1635,Canada/Mexico,Large     ,Gates 70-90,2018-12-31,165.9,Dirty,Neutral,Very unsatisfied
2636,Monday,UNITED,DEST_1636,EAST US,Small,Gates 91-102,2018-12-31,260.3,Clean,Somewhat safe,Neutral
2637,Friday,CHINA EASTERN,DEST_1637,Europe,    Hub,Gates 50-59,2018-12-31,554.7,Somewhat dirty,Somewhat unsafe,Very unsatisfied
2638,Thursday,SOUTHWEST,DEST_1638,EAST US,Large     ,Gates 1-12,2018-12-31,466.0,Unacceptable,Somewhat unsafe,Very satisfied
2639,Saturday,DELTA,DEST_1639,Asia,    Hub,Gates 40-48,2018-12-31,390.3,Clean,Neutral,Somewhat satisfied
2640,Sunday,JETBLUE,DEST_1640,Australia/New Zealand,Medium     ,Gates 50-59,2018-12-31,39.0,Dirty,Very unsafe,Very satisfied
2641,Monday,SOUTHWEST,DEST_1641,Australia/New Zealand,Large,Gates 40-48,2018-12-31,467.3,Average,Very safe,Very satisfied
2642,Tuesday,ALASKA,DEST_1642,Asia,    Hub,Gates 50-59,2018-12-31,442.1,Somewhat dirty,Very unsafe,Somewhat unsatisfied
2643,Tuesday,DELTA,DEST_1643,Central/South America,    Small,Gates 1-12,2018-12-31,192.6,Somewhat clean,Very unsafe,Somewhat unsatisfied
2644,Saturday,DELTA,DEST_1644,Australia/New Zealand,Large     ,Gates 91-102,2018-12-31,443.9,Average,Very unsafe,Neutral
2645,Friday,UNITED INTL,DEST_1645,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,153.2,Clean,Somewhat unsafe,Very satisfied
2646,Saturday,UNITED INTL,DEST_1646,Australia/New Zealand,Large,Gates 20-39,2018-12-31,280.5,Dirty,Very safe,Somewhat unsatisfied
2647,Friday,DELTA,DEST_1647,Central/South America,Small,Gates 20-39,2018-12-31,568.8,Average,Very safe,Very satisfied
2648,Wednesday,SOUTHWEST,DEST_1648,EAST US,    Small,Gates 50-59,2018-12-31,327.3,Somewhat dirty,Very safe,Very satisfied
2649,Monday,DELTA,DEST_1649,Middle East,Large,Gates 20-39,2018-12-31,574.5,Clean,Very unsafe,Somewhat unsatisfied
2650,Monday,UNITED,DEST_1650,Midwest US,Medium     ,Gates 91-102,2018-12-31,55.3,Somewhat dirty,Somewhat unsafe,Very satisfied
2651,Friday,CHINA EASTERN,DEST_1651,eur,    Small,Gates 1-12,2018-12-31,39.0,Dirty,Neutral,Somewhat satisfied
2652,Wednesday,ALASKA,DEST_1652,eur,Medium,Gates 50-59,2018-12-31,456.7,Clean,Very safe,Very satisfied
2653,Monday,UNITED,DEST_1653,Europe,Small,Gates 50-59,2018-12-31,583.2,Clean,Somewhat safe,Neutral
2654,Monday,CHINA EASTERN,DEST_1654,Europe,Medium,Gates 50-59,2018-12-31,224.3,Average,Neutral,Neutral
